Laptop,Status,Brand,Model,RAM,Storage,Storage type,Screen,Touch,Final Price,CPU_Brand,GPU_Brand,CPU_Type,GPU_Type,GPU_Category
"ASUS ExpertBook B1 B1502CBA-EJ0436X Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,3,42,-0.7514941785218785,-0.2334141123167544,0,0.3586187731085387,0,-0.33320571755452144,2,3,11,7,1
"Alurin Go Start Intel Celeron N4020/8GB/256GB SSD/15.6""",0,1,54,-0.7514941785218785,-0.9422866026321857,0,0.3586187731085387,0,-1.112342922650308,2,3,1,7,1
"ASUS ExpertBook B1 B1502CBA-EJ0424X Intel Core i3-1215U/8GB/256GB SSD/15.6""",0,3,42,-0.7514941785218785,-0.9422866026321857,0,0.3586187731085387,0,-0.5746285134996948,2,3,10,7,1
"MSI Katana GF66 12UC-082XES Intel Core i7-12700H/16GB/1TB SSD/RTX3050/15.6""",0,14,58,0.05940999313155344,1.1178740723470364,0,0.3586187731085387,0,-0.12470421196550814,2,6,12,22,0
"HP 15S-FQ5085NS Intel Core i5-1235U/16GB/512GB SSD/15.6""",0,9,4,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.7063027011608827,2,3,11,7,1
"MSI Crosshair 17 C12VF-264XES Intel Core i7-12650H/32GB/1TB SSD/RTX 4060/17.3""",0,14,30,1.681218336438417,1.1178740723470364,0,1.7728357465870934,0,0.42398396063715843,2,6,12,27,0
"Lenovo Thinkpad E14 Gen 4 AMD Ryzen 5 5625U/8GB/256GB SSD/14""",0,13,102,-0.7514941785218785,-0.9422866026321857,0,-0.9724089666359824,0,-0.44294335207505475,0,3,7,7,1
"ASUS VivoBook 15 F515JA-EJ2882W Intel Core i7-1065G7/8GB/512GB SSD/15.6""",0,3,113,-0.7514941785218785,-0.2334141123167544,0,0.3586187731085387,0,-0.552670012832136,2,3,12,7,1
"Medion Akoya E15415 Intel Core i5-10210U/8GB/256GB SSD/15.6""",0,15,15,-0.7514941785218785,-0.9422866026321857,0,0.3586187731085387,0,-0.8709201267051347,2,3,11,7,1
"HP Victus 16-d1038ns Intel Core i7-12700H/16GB/512GB SSD/RTX 3050/16.1""",0,9,112,0.05940999313155344,-0.2334141123167544,0,0.774564941778703,0,-0.1795730292257748,2,6,12,22,0
"Lenovo V15 IGL Intel Celeron N4020/8GB/256 GB SSD/15.6""",0,13,108,-0.7514941785218785,-0.9422866026321857,0,0.3586187731085387,0,-1.0574741053900414,2,3,1,7,1
"MSI Thin GF63 12VE-021XES Intel Core i7-12650H/16GB/1TB SSD/RTX 4050/15.6""",0,14,100,0.05940999313155344,1.1178740723470364,0,0.3586187731085387,0,0.0947710570755585,2,6,12,26,0
"ASUS ROG Strix G15 G513RC-HN088 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",0,3,87,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.12470421196550814,0,6,8,22,0
"Lenovo V15 G3 ABA AMD Ryzen 5 5625U/16GB/512GB SSD/15.6""",0,13,108,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.9170209069672107,0,3,7,7,1
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",0,13,56,-0.7514941785218785,-0.9422866026321857,0,0.3586187731085387,0,-1.0113842988914172,0,3,6,7,1
"HP 15S-FQ5013NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,9,4,-0.7514941785218785,-0.2334141123167544,0,0.3586187731085387,0,-0.6733923845681747,2,3,11,7,1
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6""",0,13,56,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.5636547500476414,2,3,11,7,1
"HP 15S-FQ2163NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,9,4,-0.7514941785218785,-0.2334141123167544,0,0.3586187731085387,0,-0.8379988363489747,2,3,10,7,1
"ASUS VivoBook 15 F515JA-EJ4134 Intel Core i7-1065G7/8GB/512GB SSD/15.6""",0,3,113,-0.7514941785218785,-0.2334141123167544,0,0.3586187731085387,0,-0.5965760404038014,2,3,12,7,1
"MSI GF63 Thin 11UC-446XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3050/15.6""",0,14,100,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.34417948100657475,2,6,12,22,0
"MSI Cyborg 15 A12VF-098XES Intel Core i5-12450H/16GB/1TB SSD/RTX 4060/15.6""",0,14,31,0.05940999313155344,1.1178740723470364,0,0.3586187731085387,0,-0.06983539470524149,2,6,11,27,0
"ASUS M515UA-EJ486W AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",0,3,64,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.5746285134996948,0,3,8,7,1
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",0,13,56,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.6404710942120148,0,3,8,7,1
"ASUS TUF Gaming F15 FX506HC-HN004 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",0,3,98,0.05940999313155344,-0.2334141123167544,0,0.3586187731085387,0,-0.23444184648604147,2,6,11,22,0
"Acer Aspire 3 A315-59-37GX Intel Core i3-1215U/8GB/256GB SSD/15.6""",0,0,19,-0.7514941785218785,-0.9422866026321857,0,0.3586187731085387,0,-0.848961626037576,2,3,10,7,1
